t;p.can_tdist;p.can_tfuel
1530875680;4217000;36769
1530875704;4217000;36786
1530875712;4217100;36786
1530875714;4217100;36786
1530875717;4217100;36786
1530875726;4217100;36792
1530876339;4217100;36792
1530876339;4217100;36792
1530876347;4217100;36797
1530876364;4217100;36803
1530876373;4217100;36803
1530876377;4217100;36808
1530876384;4217200;36808
1530876387;4217200;36808
1530879237;4217200;36808
1530879237;4217200;36808
1530879246;4217200;36814
1530879253;4217200;36814
1530879254;4217200;36814
1530879256;4217200;36814
1530879259;4217200;36820
1530879273;4217300;36831
1530879282;4217400;36836
1530879290;4217400;36842
1530879291;4217400;36842
1530879303;4217400;36853
1530879304;4217400;36859
1530879364;4218400;36909
1530879382;4218600;36915
1530879388;4218700;36920
1530879396;4218800;36926
1530879400;4218900;36932
1530879412;4219000;36937
1530879472;4220100;36971
1530879481;4220200;36976
1530879496;4220400;36982
1530879519;4220700;36993
1530879549;4221100;37010
1530879555;4221200;37016
1530879565;4221400;37027
1530879625;4222500;37060
1530879638;4222600;37066
1530879699;4223400;37111
1530879711;4223600;37111
1530879720;4223700;37116
1530879780;4224400;37150
1530879803;4224600;37161
1530879834;4225100;37184
1530879893;4225900;37245
1530879895;4225900;37245
1530879947;4227000;37346
1530879961;4227000;37352
1530879965;4227000;37357
1530879978;4227300;37396
1530880015;4228000;37424
1530880048;4228600;37436
1530880052;4228600;37447
1530880093;4229200;37480
1530880094;4229200;37480
1530880096;4229300;37480
1530880156;4230700;37587
1530880188;4231100;37598
1530880232;4232000;37665
1530880234;4232000;37665
1530880236;4232000;37671
1530880246;4232200;37727
1530880306;4234000;37867
1530880341;4234600;37878
1530880349;4234700;37884
1530880355;4234800;37889
1530880362;4234900;37895
1530880422;4236300;37990
1530880433;4236400;38001
1530880440;4236500;38001
1530880441;4236500;38001
1530880448;4236600;38040
1530880484;4237500;38102
1530880503;4238000;38136
1530880540;4239000;38175
1530880552;4239200;38180
1530880556;4239200;38180
1530880558;4239200;38186
1530880561;4239200;38186
1530880562;4239200;38186
1530880564;4239200;38186
1530880625;4239300;38203
1530880639;4239300;38208
1530880643;4239300;38208
1530880647;4239300;38214
1530880652;4239300;38220
1530880657;4239400;38225
1530880660;4239400;38225
1530880662;4239400;38225
1530880669;4239500;38231
1530880671;4239500;38231
1530880731;4240600;38332
1530880734;4240700;38343
1530880738;4240700;38348
1530880795;4241600;38421
1530880797;4241600;38421
1530880802;4241600;38432
1530880847;4242600;38488
1530880903;4243600;38544
1530880925;4244000;38556
1530880931;4244100;38561
1530880932;4244100;38572
1530880945;4244300;38595
1530880948;4244400;38600
1530880953;4244400;38606
1530880974;4244700;38617
1530880981;4244700;38617
1530880991;4244800;38623
1530880998;4244800;38628
1530881013;4244900;38645
1530881042;4245200;38662
1530881049;4245200;38668
1530881078;4245300;38679
1530886421;4245300;38679
1530886421;4245300;38679
1530886423;4245400;38684
1530886425;4245400;38684
1530886431;4245400;38684
1530886435;4245400;38684
1530886453;4245500;38696
1530886457;4245500;38696
1530886460;4245500;38696
1530886488;4245900;38718
1530886503;4246000;38729
1530886509;4246000;38735
1530886538;4246300;38752
1530886567;4246600;38768
1530886571;4246700;38791
1530886579;4246900;38813
1530886597;4247300;38824
1530886657;4248400;38864
1530886693;4249200;38942
1530886733;4250000;38953
1530886752;4250000;38953
1530886844;4250000;38953
1530886844;4250000;38953
1530886848;4250000;38964
1530886854;4250100;38964
1530886856;4250100;38964
1530886862;4250100;38970
1530886864;4250100;38976
1530886865;4250100;38976
1530886867;4250100;38981
1530886916;4251000;39048
1530886920;4251100;39054
1530886922;4251100;39060
1530886927;4251200;39082
1530886957;4252000;39149
1530887011;4253100;39211
1530887024;4253500;39222
1530887032;4253600;39228
1530887069;4254100;39278
1530887077;4254200;39289
1530887086;4254300;39295
1530887095;4254400;39300
1530887126;4254700;39312
1530887131;4254700;39317
1530887175;4254900;39328
1530887181;4254900;39334
1530887190;4254900;39334
1530887256;4254900;39334
1530887256;4254900;39334
1530887258;4254900;39345
1530887275;4255100;39345
1530887276;4255100;39345
1530887279;4255100;39351
1530887304;4255400;39373
1530887305;4255400;39379
1530887318;4255500;39390
1530887324;4255500;39396
1530887327;4255600;39396
1530887330;4255600;39401
1530887345;4255900;39424
1530887361;4256200;39457
1530887363;4256200;39468
1530887371;4256400;39508
1530887388;4256800;39513
1530887444;4258000;39564
1530887486;4258700;39597
1530887542;4259600;39620
1530887544;4259600;39620
1530887550;4259600;39631
1530887610;4261500;39776
1530887630;4262100;39804
1530887674;4263400;39860
1530887676;4263400;39860
1530887692;4263400;39860
1530887701;4263400;39860
1530887701;4263400;39860
1530887756;4264900;39967
1530887763;4265100;39967
1530887768;4265200;39967
1530887779;4265400;39984
1530887784;4265500;39984
1530887844;4267400;40174
1530887862;4267800;40185
1530887873;4267900;40185
1530887886;4267900;40185
1530887897;4267900;40185
1530887908;4267900;40185
1530887919;4267900;40185
1530887930;4267900;40185
1530887941;4267900;40185
1530887942;4267900;40185
1530887950;4269500;40275
1530887972;4269800;40275
1530888020;4270300;40308
1530888080;4271100;40342
1530888111;4271600;40404
1530888123;4271900;40420
1530888183;4272800;40454
1530888243;4273900;40493
1530888303;4274600;40532
1530888363;4275300;40572
1530888412;4276200;40611
1530888413;4276200;40611
1530888443;4277000;40689
1530888503;4277900;40706
1530888507;4277900;40706
1530888508;4277900;40712
1530888540;4278300;40728
1530888542;4278300;40734
1530888546;4278300;40734
1530888606;4279000;40807
1530888615;4279100;40807
1530888635;4279100;40807
1530888639;4279100;40807
1530888699;4280100;40863
1530888738;4280500;40896
1530888740;4280600;40896
1530888747;4280600;40896
1530888749;4280600;40896
1530889344;4280600;40896
1530889344;4280600;40896
1530889346;4280600;40902
1530889350;4280600;40908
1530889352;4280600;40908
1530889355;4280600;40908
1530889357;4280600;40908
1530889359;4280600;40913
1530889418;4281300;40941
1530889420;4281300;40941
1530889423;4281300;40941
1530889463;4281800;40964
1530889467;4281800;40964
1530889471;4281800;40964
1530889490;4282100;40975
1530889512;4282300;40980
1530889529;4282500;40992
1530889550;4282700;41003
1530889587;4283000;41014
1530889589;4283000;41020
1530889604;4283200;41025
1530889606;4283200;41031
1530889621;4283300;41036
1530889622;4283300;41036
1530889644;4283500;41048
1530889646;4283500;41048
1530889660;4283500;41053
1530889670;4283600;41053
1530911291;4283600;41053
1530932911;4283600;41053
1530954532;4283600;41053
1530969945;4283600;41053
1530969945;4283600;41053
1530969948;4283600;41070
1530969951;4283600;41070
1530969960;4283600;41076
1530969964;4283600;41076
1530969968;4283600;41076
1530969973;4283600;41081
1530969977;4283600;41081
1530970001;4283700;41092
1530970048;4284100;41115
1530970050;4284100;41115
1530970062;4284200;41126
1530970064;4284300;41132
1530970095;4284700;41148
1530970102;4284800;41148
1530970105;4284800;41154
1530970113;4284900;41160
1530970154;4285300;41182
1530970214;4286000;41227
1530970241;4286400;41244
1530970245;4286400;41244
1530970250;4286400;41249
1530970262;4286500;41266
1530970278;4286800;41294
1530970293;4287000;41322
1530970301;4287100;41339
1530970305;4287200;41339
1530970314;4287300;41344
1530970316;4287300;41344
1530970317;4287300;41350
1530970319;4287300;41350
1530970331;4287500;41378
1530970340;4287600;41384
1530970347;4287700;41400
1530970407;4288900;41451
1530970428;4289200;41462
1530970455;4289600;41473
1530970471;4289800;41479
1530970494;4290200;41490
1530970511;4290400;41496
1530970571;4291200;41512
1530970615;4291300;41524
1530970628;4291400;41535
1530970665;4291800;41552
1530970684;4292100;41563
1530970686;4292100;41563
1530970734;4292300;41580
1530972277;4292300;41580
1530972277;4292300;41580
1530972328;4292400;41602
1530972330;4292400;41608
1530972335;4292500;41608
1530972337;4292500;41608
1530972338;4292500;41608
1530972339;4292500;41608
1530972340;4292500;41608
1530972341;4292500;41608
1530972342;4292500;41608
1530972343;4292500;41608
1530972344;4292500;41608
1530972345;4292500;41608
1530972347;4292500;41608
1530972348;4292500;41608
1530972349;4292500;41608
1530972350;4292500;41608
1530972351;4292500;41608
1530972352;4292500;41608
1530972353;4292500;41608
1530972354;4292500;41608
1530972357;4292500;41613
1530972359;4292500;41613
1530972361;4292500;41613
1530972363;4292500;41613
1530972364;4292500;41613
1530972365;4292500;41613
1530972366;4292500;41613
1530972367;4292500;41613
1530972369;4292500;41613
1530972370;4292500;41613
1530972371;4292500;41613
1530972373;4292500;41613
1530972374;4292500;41613
1530972377;4292500;41613
1530972378;4292500;41613
1530972380;4292500;41613
1530972381;4292500;41613
1530972384;4292500;41619
1530972386;4292500;41619
1530972389;4292500;41619
1530972390;4292500;41619
1530972391;4292500;41619
1530972392;4292500;41619
1530972393;4292500;41619
1530972394;4292500;41619
1530972397;4292500;41619
1530972398;4292500;41619
1530972399;4292500;41619
1530972404;4292500;41619
1530972408;4292500;41619
1530972412;4292500;41619
1530972414;4292500;41619
1530972415;4292500;41619
1530972416;4292500;41619
1530972420;4292500;41624
1530972422;4292500;41624
1530972424;4292500;41624
1530972425;4292500;41624
1530972426;4292500;41624
1530972427;4292500;41624
1530972430;4292500;41624
1530972431;4292500;41624
1530972436;4292500;41624
1530972437;4292500;41624
1530972440;4292500;41624
1530972441;4292500;41624
1530972441;4292500;41624
1530972442;4292500;41624
1530972451;4292500;41630
1530972452;4292500;41630
1530972454;4292500;41630
1530972460;4292500;41630
1530972464;4292500;41636
1530972466;4292500;41636
1530972468;4292500;41636
1530972471;4292500;41636
1530972473;4292500;41636
1530972475;4292500;41636
1530972488;4292700;41647
1530972498;4292800;41652
1530972536;4293300;41675
1530972551;4293400;41680
1530972559;4293500;41686
1530972560;4293500;41686
1530972562;4293500;41686
1530972567;4293500;41686
1530972569;4293500;41686
1530972572;4293500;41686
1530972577;4293500;41692
1530972579;4293500;41692
1530972592;4293500;41692
1530974112;4293500;41692
1530974112;4293500;41692
1530974120;4293600;41697
1530974125;4293600;41703
1530974128;4293600;41703
1530974135;4293600;41703
1530974136;4293600;41703
1530974138;4293600;41703
1530974142;4293600;41708
1530974145;4293600;41708
1530974147;4293700;41708
1530974168;4293900;41736
1530974209;4294500;41764
1530974240;4295000;41798
1530974279;4295700;41843
1530974283;4295700;41848
1530974297;4296000;41871
1530974354;4297200;41916
1530974357;4297300;41916
1530974376;4297500;41916
1530974378;4297500;41921
1530974379;4297500;41921
1530974380;4297500;41921
1530974382;4297600;41927
1530974391;4297700;41927
1530974400;4297800;41932
1530974410;4298000;41949
1530974416;4298100;41949
1530974475;4298400;41972
1530974482;4298500;41977
1530974542;4299400;42016
1530974555;4299600;42022
1530974557;4299600;42022
1530974590;4300000;42050
1530974593;4300000;42056
1530974596;4300100;42056
1530974603;4300200;42067
1530974629;4300600;42072
1530974644;4300700;42084
1530974662;4300900;42100
1530974691;4301200;42112
1530974723;4301200;42117
1530974727;4301200;42117
1530974729;4301200;42117
1530974742;4301200;42123
1530974748;4301200;42123
1530974750;4301200;42123
1530976051;4301200;42123
1530976051;4301200;42123
1530976057;4301300;42128
1530976064;4301300;42128
1530976065;4301300;42128
1530976066;4301300;42128
1530976072;4301300;42134
1530976074;4301300;42134
1530976078;4301300;42134
1530976081;4301300;42134
1530977272;4301300;42134
1530977272;4301300;42134
1530977275;4301300;42134
1530977276;4301300;42134
1530977280;4301300;42140
1530977290;4301300;42140
1530977305;4301300;42145
1530977317;4301300;42145
1530983164;4301300;42151
1530983164;4301300;42151
1530983165;4301300;42151
1530983175;4301300;42156
1530983180;4301400;42156
1530983182;4301400;42156
1530983217;4301400;42162
1530983220;4301400;42168
1530983222;4301400;42168
1530983225;4301400;42168
1530983273;4301500;42184
1530983276;4301500;42190
1530983291;4301600;42201
1530983294;4301700;42201
1530983296;4301700;42207
1530983302;4301700;42207
1530983329;4302000;42235
1530983339;4302100;42240
1530983341;4302100;42246
1530983349;4302200;42257
1530983368;4302500;42268
1530983404;4303000;42296
1530983416;4303000;42302
1530983418;4303000;42302
1530983477;4303900;42347
1530983537;4304800;42397
1530983597;4305600;42425
1530983604;4305600;42425
1530983613;4305600;42431
1530983615;4305600;42431
1530983642;4305900;42481
1530983691;4306500;42565
1530983692;4306500;42565
1530983694;4306500;42565
1530983717;4306700;42599
1530983719;4306700;42604
1530983730;4306800;42616
1530983735;4306800;42616
1530983736;4306800;42616
1530983738;4306800;42621
1530983743;4306900;42627
1530983751;4306900;42638
1530983755;4307000;42644
1530983764;4307100;42655
1530983769;4307100;42666
1530983771;4307100;42666
1530983784;4307300;42683
1530983786;4307300;42688
1530983788;4307300;42688
1530983797;4307400;42700
1530983811;4307500;42716
1530983813;4307500;42716
1530983815;4307500;42722
1530983820;4307600;42733
1530983827;4307600;42739
1530983830;4307600;42744
1530983834;4307700;42750
1530983849;4307800;42772
1530983851;4307900;42778
1530983878;4308200;42823
1530983887;4308300;42834
1530983896;4308300;42845
1530983911;4308500;42856
1530983915;4308500;42862
1530983924;4308500;42868
1530983928;4308600;42879
1530983962;4309000;42901
1530983974;4309100;42901
1530983980;4309200;42912
1530984012;4309600;42929
1530984014;4309600;42935
1530984026;4309800;42940
1530984030;4309800;42940
1530984091;4310800;42968
1530984151;4311800;43024
1530984167;4312000;43030
1530984173;4312100;43030
1530984182;4312200;43036
1530984242;4313000;43047
1530984246;4313100;43047
1530984257;4313200;43052
1530984289;4313500;43058
1530984305;4313700;43058
1530984307;4313700;43058
1530984330;4313800;43058
1530984349;4313900;43064
1530984350;4313900;43064
1530984351;4313900;43064
1530984352;4313900;43064
1530984362;4313900;43069
1530984365;4313900;43069
1530984402;4313900;43080
1530984431;4313900;43080
1530984447;4313900;43086
1531000066;4313900;43086
1531000066;4313900;43086
1531000068;4314000;43086
1531000069;4314000;43086
1531000095;4314100;43097
1531000111;4314200;43114
1531000114;4314200;43114
1531000167;4314800;43187
1531000174;4314900;43192
1531000187;4315000;43209
1531000220;4315500;43248
1531000249;4315900;43276
1531000260;4316000;43276
1531000275;4316200;43293
1531000296;4316600;43299
1531000350;4317400;43338
1531000355;4317400;43344
1531000374;4317800;43366
1531000406;4318300;43411
1531000410;4318300;43416
1531000422;4318400;43428
1531000428;4318500;43444
1531000459;4318900;43456
1531000485;4319200;43484
1531000511;4319500;43489
1531000520;4319600;43495
1531000532;4319700;43495
1531000533;4319700;43500
1531000536;4319700;43500
1531000559;4320000;43500
1531000586;4320200;43500
1531000590;4320300;43500
1531000602;4320400;43500
1531000604;4320400;43500
1531000610;4320500;43500
1531000616;4320500;43506
1531000617;4320500;43506
1531000626;4320700;43506
1531000629;4320700;43506
1531000638;4320800;43506
1531000641;4320800;43506
1531000652;4320900;43506
1531000654;4320900;43506
1531000661;4321000;43512
1531000668;4321100;43512
1531000671;4321100;43512
1531000673;4321100;43512
1531000677;4321200;43512
1531000683;4321200;43512
1531000684;4321200;43512
1531000684;4321200;43512
1531000685;4321200;43512
1531000693;4321300;43512
1531000700;4321300;43512
1531000703;4321400;43512
1531000725;4321600;43517
1531000726;4321600;43517
1531000730;4321600;43517
1531000733;4321600;43517
1531000759;4321900;43517
1531000778;4322100;43517
1531000793;4322300;43517
1531000798;4322300;43517
1531000805;4322400;43523
1531000816;4322500;43528
1531000876;4323300;43562
1531000906;4323600;43584
1531000908;4323600;43584
1531000968;4324100;43607
1531001028;4324500;43624
1531001087;4325100;43646
1531001089;4325100;43646
1531001091;4325100;43646
1531001093;4325100;43652
1531001107;4325200;43668
1531001120;4325400;43668
1531001130;4325600;43674
1531001137;4325600;43680
1531001196;4326300;43696
1531001208;4326400;43702
1531001223;4326500;43702
1531001225;4326600;43708
1531001254;4326800;43719
1531001265;4326900;43724
1531001268;4326900;43724
1531001270;4326900;43724
1531001272;4326900;43724
1531001294;4327100;43736
1531001296;4327100;43736
1531001310;4327200;43736
1531001343;4327200;43741
1531001375;4327200;43747
1531022995;4327200;43747
1531036362;4327200;43747
1531036362;4327200;43747
1531036363;4327200;43747
1531036365;4327200;43752
1531036367;4327200;43752
1531036369;4327200;43752
1531036370;4327200;43752
1531036371;4327200;43752
1531036374;4327200;43752
1531036381;4327200;43752
1531036386;4327200;43758
1531036398;4327300;43764
1531036399;4327300;43764
1531036415;4327500;43775
1531036422;4327500;43780
1531036423;4327500;43780
1531036427;4327600;43780
1531036430;4327600;43786
1531036446;4327800;43797
1531036452;4327800;43803
1531036468;4328000;43808
1531036470;4328000;43814
1531036479;4328100;43825
1531036498;4328300;43831
1531036535;4328800;43853
1531036539;4328800;43859
1531036541;4328800;43859
1531036569;4329200;43881
1531036581;4329400;43898
1531036604;4329800;43904
1531036646;4330500;43926
1531036706;4331300;43948
1531036715;4331400;43954
1531036776;4331600;43971
1531036836;4332500;44016
1531036896;4333400;44044
1531036920;4333600;44066
1531036938;4333900;44072
1531036944;4334000;44072
1531036945;4334000;44072
1531036947;4334000;44072
1531036950;4334000;44072
1531036994;4334000;44083
1531037016;4334000;44088
1531045273;4334000;44088
1531045273;4334000;44088
1531045280;4334000;44088
1531045305;4334100;44100
1531045308;4334100;44100
1531045329;4334100;44105
1531045335;4334200;44116
1531045394;4335100;44167
1531045432;4335800;44212
1531045492;4336600;44228
1531045503;4336700;44234
1531045513;4336800;44245
1531045559;4337500;44262
1531045604;4338100;44290
1531045664;4338900;44318
1531045682;4339100;44329
1531045729;4339700;44363
1531045754;4340000;44374
1531045756;4340000;44374
1531045771;4340100;44391
1531045794;4340400;44408
1531045800;4340400;44408
1531045823;4340600;44419
1531045825;4340700;44424
1531045837;4340700;44424
1531045840;4340700;44424
1531045843;4340700;44424
1531045867;4340700;44430
1531067488;4340700;44430
1531089108;4340700;44430
1531110728;4340700;44430
1531123471;4340700;44430
1531123471;4340700;44430
1531123478;4340700;44436
1531123480;4340700;44436
1531123482;4340700;44436
1531123483;4340700;44436
1531123485;4340700;44436
1531123488;4340800;44441
1531123489;4340800;44441
1531123491;4340800;44441
1531123496;4340800;44441
1531123499;4340800;44441
1531123545;4340800;44452
1531123552;4340800;44458
1531123556;4340800;44458
1531123558;4340800;44458
1531123572;4341000;44475
1531123577;4341100;44475
1531123578;4341100;44475
1531123582;4341100;44480
1531123605;4341400;44497
1531123617;4341500;44508
1531123619;4341500;44514
1531123624;4341600;44514
1531123626;4341600;44514
1531123629;4341600;44520
1531123647;4341800;44536
1531123666;4342100;44564
1531123689;4342400;44581
1531123748;4342600;44615
1531123805;4342800;44637
1531123815;4342900;44648
1531123846;4343400;44665
1531123891;4343900;44688
1531123950;4344700;44716
1531123957;4344700;44727
1531124016;4345400;44766
1531124061;4346100;44794
1531124121;4347100;44850
1531124126;4347200;44861
1531124142;4347400;44878
1531124202;4348300;44928
1531124252;4349000;44951
1531124312;4349600;44979
1531124339;4350000;45035
1531124384;4350600;45057
1531124444;4350600;45074
1531124455;4350700;45085
1531124515;4351200;45113
1531124555;4351400;45130
1531124562;4351500;45136
1531124566;4351500;45147
1531124626;4352300;45169
1531124655;4352600;45180
1531124657;4352600;45180
1531124670;4352700;45186
1531124672;4352800;45186
1531124674;4352800;45186
1531124731;4354000;45236
1531124790;4355300;45270
1531124820;4355700;45292
1531124827;4355800;45298
1531124873;4356400;45360
1531124917;4357100;45393
1531124936;4357100;45399
1531124995;4358200;45472
1531125056;4359200;45522
1531125116;4360800;45634
1531125142;4361400;45656
1531125144;4361400;45656
1531125147;4361500;45656
1531125149;4361500;45656
1531125152;4361500;45668
1531125159;4361700;45673
1531125210;4362600;45735
1531125212;4362600;45735
1531125214;4362600;45746
1531125274;4364000;45824
1531125334;4365400;45864
1531125394;4366400;45892
1531125454;4367400;45931
1531125514;4368600;45981
1531125540;4369200;46020
1531125543;4369200;46026
1531125603;4370500;46088
1531125663;4371800;46160
1531125723;4373000;46233
1531125755;4373500;46261
1531125761;4373600;46261
1531125765;4373700;46267
1531125771;4373800;46272
1531125812;4374600;46300
1531125849;4374800;46323
1531125908;4375200;46368
1531125943;4375600;46384
1531125945;4375700;46384
1531125967;4375800;46401
1531125979;4375900;46407
1531125986;4375900;46407
1531126106;4376100;46446
1531126114;4376100;46446
1531142860;4376100;46446
1531142860;4376100;46446
1531142920;4376300;46485
1531142931;4376400;46491
1531142936;4376400;46491
1531142938;4376400;46496
1531142941;4376400;46496
1531142945;4376500;46502
1531142964;4376600;46508
1531142966;4376600;46508
1531142978;4376700;46513
1531143038;4376700;46530
1531143083;4376700;46547
1531143088;4376700;46552
1531143090;4376800;46552
1531143151;4376900;46592
1531143176;4377100;46653
1531143237;4377500;46676
1531143275;4378000;46720
1531143305;4378500;46748
1531143330;4378900;46771
1531143335;4379000;46771
1531143340;4379100;46776
1531143362;4379300;46782
1531143414;4379700;46804
1531143474;4380100;46827
1531143534;4380500;46849
1531143594;4380900;46866
1531143653;4381600;46922
1531143713;4382800;46984
1531143769;4383800;47028
1531143771;4383900;47028
1531143774;4383900;47034
1531143776;4383900;47034
1531143779;4384000;47040
1531143790;4384200;47068
1531143794;4384300;47073
1531143802;4384500;47101
1531143862;4385800;47135
1531143922;4386900;47163
1531143982;4388100;47196
1531144042;4389400;47241
1531144102;4390600;47331
1531144125;4391100;47336
1531144128;4391100;47336
1531144130;4391200;47336
1531144132;4391200;47342
1531144135;4391200;47342
1531144138;4391300;47348
1531144140;4391300;47348
1531144148;4391400;47370
1531144201;4392200;47415
1531144205;4392300;47420
1531144214;4392500;47420
1531144225;4392600;47443
1531144229;4392700;47454
1531144289;4393900;47504
1531144349;4394900;47532
1531144409;4395800;47572
1531144467;4396300;47583
1531144479;4396300;47583
1531144490;4396300;47583
1531144501;4396300;47583
1531144512;4396300;47583
1531144523;4396300;47583
1531144534;4396300;47583
1531144545;4396300;47583
1531144556;4396300;47583
1531144572;4396300;47583
1531144583;4396300;47583
1531144594;4396300;47583
1531144605;4396300;47583
1531144634;4396300;47583
1531144645;4396300;47583
1531144656;4396300;47583
1531144667;4396300;47583
1531144678;4396300;47583
1531144689;4396300;47583
1531144700;4396300;47583
1531144711;4396300;47583
1531144722;4396300;47583
1531144733;4396300;47583
1531144744;4396300;47583
1531144755;4396300;47583
1531144766;4396300;47583
1531144777;4396300;47583
1531144788;4396300;47583
1531144799;4396300;47583
1531144810;4396300;47583
1531144821;4396300;47583
1531144832;4396300;47583
1531144843;4396300;47583
1531144864;4396300;47583
1531144875;4396300;47583
1531145628;4396300;47583
1531145628;4396300;47583
1531145630;4401900;47958
1531145632;4401900;47958
1531145637;4401900;47958
1531145640;4401900;47964
1531145648;4401900;47969
1531145660;4401900;47969
1531145671;4401900;47969
1531145682;4401900;47969
1531145693;4401900;47969
1531145704;4401900;47969
1531145715;4401900;47969
1531145747;4401900;47969
1531145758;4401900;47969
1531145769;4401900;47969
1531145780;4401900;47969
1531145791;4401900;47969
1531145802;4401900;47969
1531145813;4401900;47969
1531145824;4401900;47969
1531145835;4401900;47969
1531145871;4401900;47969
1531145882;4401900;47969
1531145900;4401900;47969
1531145911;4401900;47969
1531145922;4401900;47969
1531145933;4401900;47969
1531145944;4401900;47969
1531145955;4401900;47969
1531145966;4401900;47969
1531145977;4401900;47969
1531145988;4401900;47969
1531145999;4401900;47969
1531146010;4401900;47969
1531146021;4401900;47969
1531146032;4401900;47969
1531146043;4401900;47969
1531146054;4401900;47969
1531146065;4401900;47969
1531146076;4401900;47969
1531146087;4401900;47969
1531146098;4401900;47969
1531146109;4401900;47969
1531146120;4401900;47969
1531146131;4401900;47969
1531146142;4401900;47969
1531146153;4401900;47969
1531146164;4401900;47969
1531146175;4401900;47969
1531146187;4401900;47969
1531146199;4401900;47969
1531146211;4401900;47969
1531146244;4401900;47969
1531146255;4401900;47969
1531146266;4401900;47969
1531146277;4401900;47969
1531146288;4401900;47969
1531146299;4401900;47969
1531146310;4401900;47969
1531146321;4401900;47969
1531146332;4401900;47969
1531146343;4401900;47969
1531146354;4401900;47969
1531146365;4401900;47969
1531146376;4401900;47969
1531146387;4401900;47969
1531146398;4401900;47969
1531146409;4401900;47969
1531146420;4401900;47969
1531146518;4401900;47969
1531146529;4401900;47969
1531146540;4401900;47969
1531146551;4401900;47969
1531146561;4401900;47969
1531146573;4401900;47969
1531146584;4401900;47969
1531146595;4401900;47969
1531146606;4401900;47969
1531146617;4401900;47969
1531146628;4401900;47969
1531146639;4401900;47969
1531146646;4401900;47969
1531146646;4401900;47969
1531146654;4412400;48613
1531146658;4412500;48619
1531146676;4412600;48624
1531146683;4412600;48624
1531146700;4412600;48624
1531146711;4412600;48624
1531146722;4412600;48624
1531146733;4412600;48624
1531146744;4412600;48624
1531151841;4412600;48624
1531151841;4412600;48624
1531151842;4413000;48669
1531151850;4413000;48675
1531151852;4413000;48675
1531151853;4413000;48675
1531151873;4413000;48675
1531151884;4413000;48675
1531151895;4413000;48675
1531151906;4413000;48675
1531151917;4413000;48675
1531151928;4413000;48675
1531151940;4413000;48675
1531151950;4413000;48675
1531151961;4413000;48675
1531151972;4413000;48675
1531151983;4413000;48675
1531152005;4413000;48675
1531152016;4413000;48675
1531152027;4413000;48675
1531152038;4413000;48675
1531152049;4413000;48675
1531152060;4413000;48675
1531152066;4413000;48675
1531152079;4415900;48860
1531152085;4415900;48860
1531152089;4416000;48865
1531152098;4416100;48871
1531152112;4416300;48876
1531152172;4417400;48955
1531152187;4417700;48966
1531152235;4418400;49016
1531152289;4419400;49061
1531152349;4420300;49089
1531152395;4420900;49117
1531152403;4421000;49123
1531152463;4421800;49156
1531152472;4421900;49162
1531152486;4422200;49184
1531152546;4423000;49224
1531152558;4423200;49224
1531152560;4423200;49229
1531152561;4423200;49229
1531152611;4424200;49308
1531152617;4424300;49308
1531152618;4424300;49308
1531152636;4424300;49308
1531152647;4424300;49308
1531152658;4424300;49308
1531152669;4424300;49308
1531152680;4424300;49308
1531152691;4424300;49308
1531152702;4424300;49308
1531152713;4424300;49308
1531152724;4424300;49308
1531152735;4424300;49308
1531152746;4424300;49308
1531152759;4424300;49308
1531152770;4424300;49308
1531152781;4424300;49308
1531152792;4424300;49308
1531152803;4424300;49308
1531152814;4424300;49308
1531152825;4424300;49308
1531152836;4424300;49308
1531152847;4424300;49308
1531152858;4424300;49308
1531152869;4424300;49308
1531152880;4424300;49308
1531152891;4424300;49308
1531152902;4424300;49308
1531152913;4424300;49308
1531152924;4424300;49308
1531152935;4424300;49308
1531152946;4424300;49308
1531152957;4424300;49308
1531152968;4424300;49308
1531152979;4424300;49308
1531152990;4424300;49308
1531153001;4424300;49308
1531153012;4424300;49308
1531153023;4424300;49308
1531153034;4424300;49308
1531153045;4424300;49308
1531153056;4424300;49308
1531153067;4424300;49308
1531153078;4424300;49308
1531153089;4424300;49308
1531153100;4424300;49308
1531153111;4424300;49308
1531153122;4424300;49308
1531153133;4424300;49308
1531153144;4424300;49308
1531153155;4424300;49308
1531153166;4424300;49308
1531153177;4424300;49308
1531153188;4424300;49308
1531153200;4424300;49308
1531153210;4424300;49308
1531153221;4424300;49308
1531153232;4424300;49308
1531153243;4424300;49308
1531153254;4424300;49308
1531153265;4424300;49308
1531153276;4424300;49308
1531153287;4424300;49308
1531153298;4424300;49308
1531153309;4424300;49308
1531153320;4424300;49308
1531153332;4424300;49308
1531153342;4424300;49308
1531153353;4424300;49308
1531153364;4424300;49308
1531153376;4424300;49308
1531153386;4424300;49308
1531153397;4424300;49308
1531153408;4424300;49308
1531153419;4424300;49308
1531153430;4424300;49308
1531153441;4424300;49308
1531153452;4424300;49308
1531153463;4424300;49308
1531153474;4424300;49308
1531153495;4424300;49308
1531153506;4424300;49308
1531153517;4424300;49308
1531153528;4424300;49308
1531153540;4424300;49308
1531153550;4424300;49308
1531153561;4424300;49308
1531153573;4424300;49308
1531153584;4424300;49308
1531153595;4424300;49308
1531153606;4424300;49308
1531154151;4424300;49308
1531154151;4424300;49308
1531154154;4442500;50713
1531154155;4442500;50713
1531154161;4442500;50713
1531154162;4442500;50713
1531154163;4442500;50713
1531154197;4442500;50713
