t;p.can_tdist;p.can_tfuel
1531500435;5512100;111507
1531522055;5512100;111507
1531543676;5512100;111507
1531565297;5512100;111507
1531586918;5512100;111507
1531608538;5512100;111507
1531630159;5512100;111507
1531651779;5512100;111507
1531673400;5512100;111507
1531695020;5512100;111507
1531716640;5512100;111507
1531724004;5512100;111507
1531724004;5512100;111507
1531724009;5512100;111512
1531724012;5512100;111512
1531724016;5512100;111512
1531724019;5512100;111512
1531724028;5512100;111518
1531724030;5512100;111518
1531724031;5512100;111518
1531724032;5512100;111518
1531724040;5512100;111524
1531724044;5512100;111524
1531724049;5512100;111524
1531724068;5512100;111529
1531724070;5512100;111529
1531724096;5512200;111540
1531724098;5512200;111540
1531724115;5512400;111552
1531724121;5512400;111557
1531724124;5512400;111557
1531724127;5512500;111557
1531724129;5512500;111563
1531724162;5512900;111591
1531724164;5512900;111591
1531724175;5513000;111602
1531724183;5513200;111608
1531724201;5513400;111624
1531724236;5513800;111641
1531724296;5514100;111680
1531724356;5515100;111725
1531724416;5515800;111759
1531724476;5516400;111776
1531724482;5516400;111781
1531724484;5516400;111781
1531724537;5517200;111837
1531724582;5518000;111865
1531724609;5518300;111871
1531724646;5518800;111888
1531724706;5519700;111921
1531724750;5520400;111938
1531724810;5521100;111983
1531724870;5521800;112061
1531724886;5521900;112078
1531724891;5522000;112078
1531724903;5522100;112089
1531724951;5522700;112117
1531724953;5522700;112117
1531724959;5522800;112123
1531724962;5522800;112123
1531725022;5523700;112162
1531725044;5523900;112168
1531725047;5523900;112168
1531725048;5523900;112168
1531725049;5523900;112168
1531725056;5524000;112179
1531725062;5524100;112179
1531725065;5524100;112184
1531725068;5524200;112184
1531725077;5524300;112184
1531725135;5525300;112229
1531725196;5526400;112268
1531725237;5527100;112313
1531725243;5527200;112341
1531725303;5528200;112380
1531725363;5529200;112425
1531725423;5530200;112453
1531725483;5531200;112515
1531725543;5532600;112554
1531725555;5532700;112560
1531725559;5532800;112560
1531725562;5532800;112560
1531725567;5532900;112565
1531725571;5533000;112565
1531725580;5533100;112571
1531725634;5533900;112604
1531725637;5534000;112604
1531725641;5534100;112610
1531725701;5535100;112660
1531725761;5536400;112705
1531725821;5537700;112756
1531725881;5539100;112800
1531725941;5540400;112845
1531725953;5540600;112851
1531725957;5540600;112851
1531726017;5541500;112901
1531726077;5541900;112912
1531726137;5542400;112946
1531726196;5543000;112985
1531726218;5543300;113008
1531726225;5543300;113008
1531726228;5543400;113013
1531726233;5543400;113013
1531726293;5544500;113064
1531726353;5545900;113114
1531726387;5546600;113142
1531726447;5548000;113198
1531726507;5549300;113254
1531726521;5549600;113265
1531726567;5550500;113293
1531726610;5551200;113310
1531726614;5551300;113316
1531726666;5552300;113388
1531726696;5552900;113405
1531726706;5553000;113416
1531726709;5553000;113416
1531726712;5553000;113416
1531726725;5553200;113428
1531726753;5553500;113456
1531726755;5553500;113456
1531726757;5553500;113456
1531726759;5553500;113467
1531726762;5553600;113467
1531726771;5553700;113472
1531726773;5553700;113472
1531726787;5553800;113478
1531726792;5553800;113478
1531726793;5553800;113484
1531726796;5553800;113484
1531726802;5553900;113484
1531726860;5553900;113495
1531730562;5553900;113495
1531730562;5553900;113495
1531730577;5553900;113500
1531730580;5553900;113500
1531730586;5553900;113506
1531730589;5553900;113506
1531730594;5553900;113512
1531730599;5554000;113512
1531730601;5554000;113517
1531730602;5554000;113517
1531730615;5554000;113523
1531730633;5554200;113534
1531730636;5554200;113540
1531730651;5554300;113551
1531730653;5554400;113562
1531730667;5554600;113590
1531730676;5554700;113590
1531730677;5554800;113590
1531730680;5554800;113590
1531730682;5554800;113590
1531730684;5554900;113596
1531730686;5554900;113596
1531730688;5555000;113607
1531730705;5555300;113635
1531730729;5555900;113657
1531730788;5557500;113696
1531730848;5559100;113764
1531730908;5560800;113820
1531730931;5561400;113836
1531730990;5563100;113881
1531731050;5564600;113943
1531731110;5566300;114021
1531731139;5567100;114072
1531731152;5567500;114083
1531731178;5568200;114105
1531731203;5568900;114133
1531731209;5569000;114133
1531731217;5569200;114144
1531731224;5569300;114150
1531731230;5569400;114161
1531731290;5570900;114212
1531731319;5571500;114217
1531731323;5571500;114223
1531731326;5571600;114228
1531731346;5571900;114251
1531731350;5571900;114251
1531731411;5572800;114301
1531731469;5573700;114340
1531731470;5573700;114346
1531731473;5573700;114346
1531731493;5573900;114357
1531731497;5573900;114357
1531731499;5573900;114357
1531731510;5574000;114357
1531731511;5574000;114363
1531731571;5574000;114368
1531731631;5574000;114380
1531731691;5574000;114385
1531731751;5574000;114396
1531731811;5574000;114402
1531731871;5574000;114408
1531731930;5574000;114419
1531731965;5574000;114419
1531732025;5574000;114430
1531732057;5574000;114430
1531732161;5574000;114436
1531732161;5574000;114436
1531732163;5574000;114436
1531732165;5574000;114436
1531732166;5574000;114436
1531732176;5574000;114441
1531732178;5574100;114441
1531732200;5574200;114452
1531732206;5574300;114458
1531732208;5574300;114464
1531732214;5574400;114469
1531732236;5574600;114486
1531732242;5574700;114492
1531732273;5575200;114520
1531732314;5576100;114548
1531732331;5576400;114559
1531732344;5576500;114564
1531732372;5576600;114564
1531732383;5576600;114570
1531732443;5576900;114626
1531732464;5576900;114637
1531732465;5576900;114643
1531732467;5576900;114648
1531732527;5577700;114721
1531732587;5578300;114749
1531732647;5578500;114783
1531732707;5579200;114844
1531732767;5579300;114861
1531732788;5579400;114872
1531732790;5579400;114878
1531732811;5579700;114906
1531732814;5579800;114912
1531732818;5579800;114912
1531732821;5579800;114912
1531732822;5579800;114912
1531732823;5579800;114917
1531732847;5580100;114934
1531732854;5580200;114945
1531732859;5580200;114945
1531732868;5580300;114951
1531732870;5580300;114951
1531732872;5580300;114951
1531732873;5580300;114951
1531732876;5580300;114951
1531732883;5580300;114951
1531733750;5580300;114951
1531733750;5580300;114951
1531733753;5580300;114956
1531733764;5580300;114956
1531733803;5580300;114968
1531733804;5580300;114968
1531733836;5580500;114979
1531733839;5580500;114984
1531733898;5581000;115012
1531733958;5581600;115040
1531733962;5581600;115046
1531734022;5582300;115080
1531734032;5582400;115085
1531734033;5582400;115085
1531734045;5582400;115085
1531734055;5582500;115096
1531734056;5582500;115096
1531734058;5582500;115096
1531734061;5582500;115102
1531734081;5582700;115113
1531734084;5582700;115113
1531734088;5582700;115113
1531734090;5582700;115113
1531734098;5582700;115119
1531734102;5582700;115119
1531734109;5582800;115119
1531734119;5582800;115119
1531734120;5582800;115119
1531734121;5582800;115124
1531734145;5582800;115124
1531734200;5582800;115141
1531734207;5582800;115141
1531734211;5582800;115147
1531734214;5582800;115147
1531734274;5582900;115158
1531734334;5582900;115169
1531734366;5582900;115175
1531734374;5582900;115180
1531734379;5582900;115186
1531734389;5582900;115186
1531734392;5582900;115192
1531734395;5583000;115192
1531734408;5583100;115197
1531734468;5583800;115248
1531734506;5584200;115270
1531734533;5584500;115292
1531734586;5584600;115309
1531734591;5584600;115309
1531734598;5584600;115309
1531734628;5584600;115320
1531734688;5584600;115337
1531734701;5584600;115337
1531734760;5584600;115354
1531734786;5584600;115360
1531734791;5584600;115360
1531734801;5584600;115365
1531734807;5584600;115365
1531734818;5584600;115371
1531734820;5584600;115371
1531734829;5584700;115376
1531734833;5584700;115382
1531734892;5584800;115404
1531734920;5584900;115416
1531734922;5584900;115427
1531734948;5585300;115460
1531734974;5585400;115477
1531734976;5585400;115477
1531734990;5585600;115500
1531735018;5585800;115511
1531735020;5585800;115516
1531735034;5586000;115533
1531735036;5586000;115533
1531735038;5586000;115539
1531735048;5586100;115550
1531735053;5586100;115550
1531735055;5586100;115556
1531735057;5586200;115556
1531735059;5586200;115556
1531735061;5586200;115556
1531735121;5586200;115567
1531735181;5586200;115572
1531735241;5586200;115578
1531735301;5586200;115589
1531735361;5586200;115595
1531735421;5586200;115606
1531735481;5586200;115612
1531735541;5586200;115617
1531735601;5586200;115623
1531735661;5586200;115634
1531735721;5586200;115640
1531735781;5586200;115651
1531735841;5586200;115656
1531735901;5586200;115662
1531735950;5586200;115673
1531736001;5586200;115679
1531736048;5586200;115684
1531736051;5586200;115684
1531736055;5586200;115684
1531736057;5586200;115690
1531736086;5586300;115701
1531736088;5586300;115701
1531736148;5586900;115735
1531736194;5587400;115752
1531736252;5588300;115796
1531736255;5588300;115796
1531736283;5588600;115819
1531736286;5588600;115819
1531736331;5589100;115847
1531736333;5589100;115847
1531736370;5589500;115886
1531736373;5589600;115892
1531736393;5589900;115914
1531736394;5589900;115914
1531736454;5590500;115959
1531736476;5590700;115970
1531736508;5591100;115987
1531736512;5591100;115992
1531736525;5591200;116004
1531736530;5591200;116004
1531736541;5591300;116004
1531736601;5591300;116015
1531736661;5591300;116026
1531736705;5591300;116032
1531737925;5591300;116032
1531737925;5591300;116032
1531737934;5591300;116071
1531737938;5591300;116071
1531737939;5591300;116071
1531737942;5591300;116076
1531737943;5591300;116076
1531738002;5592200;116138
1531738012;5592300;116144
1531738016;5592300;116155
1531738026;5592400;116160
1531738030;5592500;116166
1531738042;5592500;116172
1531738046;5592500;116172
1531738047;5592500;116172
1531738048;5592600;116172
1531738050;5592600;116172
1531738052;5592600;116172
1531738204;5592600;116172
1531738204;5592600;116172
1531738204;5592600;116172
1531738207;5592600;116200
1531738208;5592600;116200
1531738210;5592600;116200
1531738212;5592600;116200
1531738216;5592600;116200
1531743180;5592600;116200
1531743181;5592600;116200
1531743187;5592700;116205
1531743190;5592700;116211
1531743192;5592700;116211
1531743195;5592700;116211
1531743220;5592900;116233
1531743224;5592900;116233
1531743228;5592900;116244
1531743288;5593800;116295
1531743305;5594000;116300
1531743336;5594400;116317
1531743338;5594400;116323
1531743351;5594500;116328
1531743408;5594500;116351
1531743420;5594600;116362
1531743480;5594600;116384
1531743521;5594900;116429
1531743528;5595000;116446
1531743541;5595300;116452
1531743545;5595300;116452
1531743549;5595400;116452
1531743553;5595500;116452
1531743556;5595500;116457
1531743559;5595600;116463
1531743562;5595600;116468
1531743622;5597500;116575
1531743681;5598900;116620
1531743731;5600000;116670
1531743735;5600100;116676
1531743744;5600300;116676
1531743804;5601800;116732
1531743819;5602100;116748
1531743879;5603700;116793
1531743940;5605100;116832
1531744000;5606400;116872
1531744060;5608000;116967
1531744116;5609500;117012
1531744121;5609600;117012
1531744129;5609700;117017
1531744136;5609700;117017
1531744140;5609700;117017
1531744145;5609700;117023
1531744150;5609800;117023
1531744160;5609800;117034
1531744161;5609800;117034
1531744350;5609800;117034
1531744350;5609800;117034
1531744353;5609800;117040
1531744360;5609900;117056
1531744365;5609900;117062
1531744370;5610000;117068
1531744375;5610100;117090
1531744380;5610100;117090
1531744382;5610200;117096
1531744384;5610200;117096
1531744386;5610200;117101
1531744388;5610200;117107
1531744448;5611900;117185
1531744508;5613400;117236
1531744527;5613900;117258
1531744554;5614500;117292
1531744575;5615000;117303
1531744635;5616500;117348
1531744657;5616900;117353
1531744659;5617000;117353
1531744662;5617000;117353
1531744664;5617100;117359
1531744667;5617100;117359
1531744670;5617100;117364
1531744673;5617200;117370
1531744676;5617200;117370
1531744714;5618100;117443
1531744758;5619400;117493
1531744806;5620700;117532
1531744866;5622200;117588
1531744879;5622400;117594
1531744939;5623700;117633
1531744999;5624800;117672
1531745003;5624800;117672
1531745016;5625000;117689
1531745036;5625300;117706
1531745097;5626600;117773
1531745157;5627700;117829
1531745169;5627800;117835
1531745170;5627900;117835
1531745173;5627900;117835
1531745177;5628000;117840
1531745180;5628000;117840
1531745193;5628200;117846
1531745201;5628300;117852
1531745210;5628500;117863
1531745270;5629600;117913
1531745330;5630600;117952
1531745390;5631600;117980
1531745450;5632800;118025
1531745510;5634000;118070
1531745570;5635500;118137
1531745630;5637000;118176
1531745690;5638500;118255
1531745750;5640500;118361
1531745777;5641300;118406
1531745838;5643400;118518
1531745898;5645500;118613
1531745958;5647500;118703
1531746018;5649500;118804
1531746078;5651500;118910
1531746138;5653600;119022
1531746198;5655600;119089
1531746258;5656900;119140
1531746275;5657300;119145
1531746289;5657500;119151
1531746298;5657600;119156
1531746357;5659300;119302
1531746417;5661300;119386
1531746477;5663200;119464
1531746537;5665100;119537
1531746575;5666300;119588
1531746634;5667600;119621
1531746636;5667600;119621
1531746638;5667600;119621
1531746697;5668700;119705
1531746757;5670100;119739
1531746768;5670200;119739
1531746773;5670200;119744
1531746834;5671100;119789
1531746836;5671100;119795
1531746841;5671200;119795
1531746843;5671200;119795
1531746845;5671200;119800
1531746847;5671200;119800
1531746867;5671300;119806
1531746880;5671300;119806
1531746891;5671300;119806
1531746902;5671300;119806
1531746913;5671300;119806
1531746924;5671300;119806
1531746936;5671300;119806
1531746948;5671300;119806
1531746959;5671300;119806
1531746970;5671300;119806
1531746982;5671300;119806
1531746993;5671300;119806
1531747171;5671300;119806
1531747182;5671300;119806
1531747197;5671300;119806
1531747209;5671300;119806
1531749760;5671300;119806
1531749760;5673100;120019
1531749772;5673100;120024
1531749797;5673100;120024
1531749808;5673100;120024
1531749819;5673100;120024
1531749830;5673100;120024
1531749841;5673100;120024
1531749852;5673100;120024
1531749863;5673100;120024
1531749874;5673100;120024
1531749885;5673100;120024
1531749896;5673100;120024
1531749907;5673100;120024
1531749918;5673100;120024
1531749929;5673100;120024
1531750023;5673100;120024
1531750034;5673100;120024
1531750045;5673100;120024
1531750056;5673100;120024
1531750067;5673100;120024
1531750078;5673100;120024
1531750089;5673100;120024
1531750100;5673100;120024
1531750111;5673100;120024
1531750203;5673100;120024
1531750213;5673100;120024
1531750224;5673100;120024
1531750235;5673100;120024
1531750246;5673100;120024
1531750258;5673100;120024
1531750269;5673100;120024
1531750280;5673100;120024
1531750292;5673100;120024
1531750304;5673100;120024
1531750326;5673100;120024
1531750326;5673100;120024
1531750336;5673100;120024
1531750347;5673100;120024
1531750358;5673100;120024
1531750369;5673100;120024
1531750380;5673100;120024
1531750390;5673100;120024
1531750401;5673100;120024
1531750412;5673100;120024
1531750424;5673100;120024
1531750435;5673100;120024
1531750446;5673100;120024
1531750457;5673100;120024
1531750468;5673100;120024
1531750480;5673100;120024
1531750491;5673100;120024
1531750502;5673100;120024
1531750513;5673100;120024
1531750524;5673100;120024
1531750535;5673100;120024
1531750546;5673100;120024
1531750567;5673100;120024
1531750578;5673100;120024
1531750589;5673100;120024
1531750600;5673100;120024
1531750611;5673100;120024
1531750622;5673100;120024
1531750633;5673100;120024
1531750644;5673100;120024
1531750655;5673100;120024
1531750666;5673100;120024
1531750677;5673100;120024
1531750688;5673100;120024
1531750699;5673100;120024
1531750710;5673100;120024
1531750721;5673100;120024
1531750732;5673100;120024
1531750743;5673100;120024
1531750754;5673100;120024
1531750765;5673100;120024
1531750776;5673100;120024
1531750787;5673100;120024
1531750798;5673100;120024
1531750809;5673100;120024
1531750820;5673100;120024
1531750831;5673100;120024
1531750844;5673100;120024
1531750844;5673100;120024
1531750848;5684500;120797
1531750856;5684600;120803
1531750882;5684800;120814
1531750904;5685100;120825
1531750962;5685700;120859
1531750992;5686100;120876
1531751018;5686400;120892
1531751034;5686600;120909
1531751036;5686600;120909
1531751038;5686600;120915
1531751068;5686800;120920
1531753628;5686800;120948
1531753628;5686800;120948
1531753631;5686800;120948
1531753654;5687000;120965
1531753656;5687000;120965
1531753658;5687000;120971
1531753668;5687100;120993
1531753675;5687200;120993
1531753677;5687200;120993
1531753709;5687400;121010
1531753728;5687500;121016
1531753740;5687500;121016
1531753751;5687500;121016
1531753759;5687500;121016
1531753797;5688600;121088
1531753810;5688700;121100
1531753822;5688800;121100
1531753833;5689000;121116
1531753850;5689100;121128
1531753858;5689200;121133
1531753861;5689200;121133
1531753865;5689200;121133
1531753867;5689200;121139
1531753895;5689500;121150
1531753907;5689500;121156
1531757087;5689500;121161
1531757087;5689500;121161
1531757098;5689600;121167
1531757114;5689800;121184
1531757137;5690000;121195
1531757139;5690000;121200
1531757150;5690100;121206
1531757152;5690100;121212
1531757179;5690600;121245
1531757185;5690700;121245
1531757189;5690700;121245
1531757192;5690700;121245
1531757514;5690700;121245
1531757525;5690700;121245
1531757536;5690700;121245
1531757538;5690700;121245
1531757544;5691100;121324
1531757546;5691100;121329
1531757549;5691200;121335
1531757609;5692000;121380
1531757631;5692300;121385
1531757634;5692400;121385
1531757638;5692400;121391
1531757641;5692400;121391
1531757651;5692600;121396
1531757666;5692800;121402
1531757726;5693800;121447
1531757742;5694000;121452
1531757751;5694100;121452
1531757755;5694200;121458
1531757803;5694900;121508
1531757806;5695000;121508
1531757811;5695100;121531
1531757870;5696400;121598
1531757930;5697400;121632
1531757967;5697900;121648
1531758003;5698400;121671
1531758037;5698900;121693
1531758052;5699000;121699
1531758073;5699000;121699
1531758081;5699000;121699
1531758096;5699600;121760
1531758107;5699600;121760
1531758118;5699600;121760
1531758129;5699600;121760
1531758140;5699600;121760
1531758151;5699600;121760
1531758162;5699600;121760
1531758173;5699600;121760
1531758174;5699600;121760
1531758178;5700800;121822
1531758181;5700800;121833
1531758227;5701500;121878
1531758229;5701500;121878
1531758253;5701500;121878
1531758264;5701500;121878
1531758266;5701500;121878
1531758272;5701800;121912
1531758275;5701800;121912
1531758279;5701800;121945
1531758305;5702100;121962
1531758316;5702200;121968
1531758333;5702300;121973
1531761676;5702300;121973
1531761687;5702300;121973
1531761725;5702300;121973
1531761736;5702300;121973
1531761747;5702300;121973
1531761758;5702300;121973
1531761769;5702300;121973
1531761780;5702300;121973
1531761791;5702300;121973
1531761802;5702300;121973
1531761827;5702300;121973
1531761838;5702300;121973
1531761849;5702300;121973
1531761860;5702300;121973
1531761871;5702300;121973
1531761882;5702300;121973
1531761893;5702300;121973
1531761904;5702300;121973
1531761915;5702300;121973
1531761926;5702300;121973
1531761937;5702300;121973
1531761948;5702300;121973
1531761959;5702300;121973
1531762024;5702300;121973
1531762035;5702300;121973
1531762046;5702300;121973
1531762057;5702300;121973
1531762068;5702300;121973
1531762079;5702300;121973
1531762090;5702300;121973
1531762101;5702300;121973
1531762113;5702300;121973
1531762123;5702300;121973
1531762134;5702300;121973
1531762145;5702300;121973
1531762157;5702300;121973
1531762167;5702300;121973
1531762178;5702300;121973
1531762189;5702300;121973
1531762200;5702300;121973
1531762212;5702300;121973
1531762223;5702300;121973
1531762233;5702300;121973
1531762245;5702300;121973
1531762256;5702300;121973
1531762266;5702300;121973
1531762282;5702300;121973
1531762289;5702300;121973
1531762299;5702300;121973
1531762310;5702300;121973
1531762321;5702300;121973
1531762332;5702300;121973
1531762344;5702300;121973
1531762355;5702300;121973
1531762366;5702300;121973
1531762377;5702300;121973
1531762388;5702300;121973
1531762399;5702300;121973
1531762410;5702300;121973
1531762421;5702300;121973
1531762432;5702300;121973
1531762442;5702300;121973
1531762453;5702300;121973
1531762464;5702300;121973
1531762476;5702300;121973
1531762487;5702300;121973
1531762498;5702300;121973
1531762522;5702300;121973
1531762533;5702300;121973
1531762544;5702300;121973
1531762555;5702300;121973
1531762566;5702300;121973
1531762577;5702300;121973
1531762588;5702300;121973
1531762599;5702300;121973
1531762610;5702300;121973
1531762621;5702300;121973
1531762632;5702300;121973
1531762643;5702300;121973
1531762654;5702300;121973
1531762665;5702300;121973
1531762676;5702300;121973
1531762687;5702300;121973
1531762698;5702300;121973
1531762709;5702300;121973
1531762720;5702300;121973
1531762731;5702300;121973
1531762742;5702300;121973
1531762753;5702300;121973
1531762764;5702300;121973
1531762775;5702300;121973
1531771809;5718900;123132
1531771821;5718900;123132
1531771833;5718900;123132
1531771843;5718900;123132
1531771860;5718900;123132
1531771870;5718900;123132
1531771881;5718900;123132
1531771892;5718900;123132
1531771903;5718900;123132
1531771914;5718900;123132
1531771925;5718900;123132
1531771936;5718900;123132
1531771947;5718900;123132
1531771959;5718900;123132
1531771970;5718900;123132
1531771981;5718900;123132
1531771992;5718900;123132
1531772003;5718900;123132
1531772080;5718900;123132
1531772091;5718900;123132
1531772102;5718900;123132
1531772113;5718900;123132
1531772124;5718900;123132
1531772135;5718900;123132
1531772146;5718900;123132
1531772157;5718900;123132
1531772168;5718900;123132
1531772179;5718900;123132
1531772190;5718900;123132
1531772201;5718900;123132
1531772212;5718900;123132
1531772223;5718900;123132
1531772234;5718900;123132
1531772245;5718900;123132
1531772256;5718900;123132
1531773740;5718900;123132
1531773751;5718900;123132
1531773889;5718900;123132
1531774102;5718900;123132
1531795701;5718900;123132
1531805615;5718900;123132
1531805615;5718900;123132
1531805616;5718900;123132
1531805620;5723600;123760
1531805624;5723600;123765
1531805643;5723600;123771
1531805671;5723600;123771
1531805674;5723600;123782
1531805682;5723700;123793
1531805683;5723700;123799
1531805698;5723900;123810
1531805701;5723900;123810
1531805702;5723900;123816
1531805709;5724000;123832
1531805723;5724100;123838
1531805731;5724200;123844
1531805744;5724400;123855
1531805745;5724400;123855
1531805758;5724600;123860
1531805768;5724700;123866
1531805805;5725200;123894
1531805810;5725200;123894
1531805820;5725200;123894
1531805820;5725200;123894
1531805834;5725400;123911
1531805901;5725400;123911
1531805912;5725400;123911
1531805923;5725400;123911
1531805934;5725400;123911
1531805945;5725400;123911
1531805956;5725400;123911
1531805967;5725400;123911
1531805978;5725400;123911
1531805989;5725400;123911
1531806000;5725400;123911
1531806026;5725400;123911
1531806034;5725400;123911
1531806079;5727900;124068
1531806208;5727900;124068
1531806220;5727900;124068
1531806231;5727900;124068
1531806242;5727900;124068
1531806249;5727900;124068
1531806309;5729800;124208
1531806315;5729900;124213
1531806320;5730000;124219
1531806337;5730300;124224
1531806397;5731300;124264
1531806427;5731900;124280
1531806487;5732700;124325
1531806539;5733400;124387
1531806550;5733500;124398
1531806596;5734100;124420
1531806625;5734100;124420
1531806626;5734100;124420
1531806633;5734200;124448
1531806640;5734300;124454
1531806644;5734400;124460
1531806703;5735200;124516
1531806725;5735400;124532
1531806730;5735400;124538
1531806731;5735400;124538
1531806745;5735600;124544
1531806747;5735600;124544
1531806749;5735700;124549
1531806757;5735800;124549
1531806815;5736800;124583
1531806875;5738000;124611
1531806921;5738600;124639
1531806929;5738700;124650
1531806989;5739500;124689
1531807049;5740700;124751
1531807109;5741700;124768
1531807169;5742700;124846
1531807229;5744100;124880
1531807236;5744200;124880
1531807239;5744300;124885
1531807243;5744300;124885
1531807246;5744400;124885
1531807250;5744400;124885
1531807258;5744600;124896
1531807267;5744700;124908
1531807308;5745500;124930
1531807311;5745500;124930
1531807371;5746800;125031
1531807431;5748100;125070
1531807491;5749300;125109
1531807551;5750600;125143
1531807611;5751800;125176
1531807633;5752100;125188
1531807638;5752100;125193
1531807697;5753000;125244
1531807757;5754000;125266
1531807817;5755100;125311
1531807872;5756200;125395
1531807883;5756400;125400
1531807887;5756500;125400
1531807892;5756600;125406
1531807896;5756600;125406
1531807943;5757500;125451
1531807957;5757600;125451
1531808022;5757600;125451
1531808024;5757600;125451
1531808049;5758100;125501
1531808083;5758100;125501
1531808094;5758100;125501
1531808105;5758100;125501
1531808109;5758100;125501
1531808117;5758500;125552
1531808153;5758500;125552
1531808158;5758500;125552
1531808164;5758800;125585
1531808165;5758800;125585
1531808169;5758800;125585
1531808169;5758800;125585
1531808173;5758800;125591
1531808175;5758800;125591
1531808235;5759000;125624
1531808295;5759000;125624
1531808355;5759000;125624
1531808415;5759000;125624
1531808475;5759000;125624
1531808535;5759000;125624
1531808595;5759000;125624
1531808655;5759000;125624
1531808715;5759000;125624
1531808775;5759000;125624
1531808836;5759000;125624
1531808896;5759000;125624
1531808956;5759000;125624
1531809016;5759000;125624
1531809076;5759000;125624
1531809136;5759000;125624
1531809196;5759000;125624
1531809256;5759000;125624
1531809316;5759000;125624
1531809376;5759000;125624
1531809436;5759000;125624
1531809496;5759000;125624
1531809556;5759000;125624
1531809616;5759000;125624
1531809676;5759000;125624
1531809736;5759000;125624
1531809796;5759000;125624
1531809857;5759000;125624
1531809917;5759000;125624
1531809977;5759000;125624
1531810037;5759000;125624
1531810097;5759000;125624
1531810157;5759000;125624
1531810217;5759000;125624
1531810277;5759000;125624
1531810337;5759000;125624
1531810397;5759000;125624
1531810457;5759000;125624
1531810517;5759000;125624
1531810577;5759000;125624
1531810637;5759000;125624
1531810697;5759000;125624
1531810757;5759000;125624
1531810818;5759000;125624
1531810878;5759000;125624
1531810938;5759000;125624
1531810998;5759000;125624
1531811058;5759000;125624
1531811118;5759000;125624
1531811178;5759000;125624
1531811238;5759000;125624
1531811298;5759000;125624
1531811358;5759000;125624
1531811418;5759000;125624
1531811478;5759000;125624
1531811538;5759000;125624
1531811598;5759000;125624
1531811658;5759000;125624
1531811718;5759000;125624
1531811778;5759000;125624
1531811839;5759000;125624
1531811899;5759000;125624
1531811959;5759000;125624
1531812019;5759000;125624
1531812079;5759000;125624
1531812139;5759000;125624
1531812199;5759000;125624
1531812259;5759000;125624
1531812319;5759000;125624
1531812379;5759000;125624
1531812439;5759000;125624
1531812499;5759000;125624
1531812559;5759000;125624
1531812619;5759000;125624
1531812679;5759000;125624
1531812739;5759000;125624
1531812799;5759000;125624
1531812860;5759000;125624
1531812920;5759000;125624
1531812980;5759000;125624
1531813040;5759000;125624
1531813100;5759000;125624
1531813160;5759000;125624
1531813220;5759000;125624
1531813280;5759000;125624
1531813340;5759000;125624
1531813400;5759000;125624
1531813460;5759000;125624
1531813520;5759000;125624
1531813580;5759000;125624
1531813640;5759000;125624
1531813700;5759000;125624
1531813760;5759000;125624
1531813821;5759000;125624
1531813881;5759000;125624
1531813941;5759000;125624
1531814001;5759000;125624
1531814061;5759000;125624
1531814121;5759000;125624
1531814181;5759000;125624
1531814241;5759000;125624
1531814301;5759000;125624
1531814361;5759000;125624
1531814421;5759000;125624
1531814481;5759000;125624
1531814541;5759000;125624
1531814601;5759000;125624
1531814661;5759000;125624
1531814721;5759000;125624
1531814781;5759000;125624
1531814842;5759000;125624
1531814902;5759000;125624
1531814962;5759000;125624
1531815022;5759000;125624
1531815082;5759000;125624
1531815142;5759000;125624
1531815202;5759000;125624
1531815262;5759000;125624
1531815322;5759000;125624
1531815382;5759000;125624
1531815442;5759000;125624
1531815502;5759000;125624
1531815562;5759000;125624
1531815622;5759000;125624
1531815682;5759000;125624
1531815742;5759000;125624
1531815802;5759000;125624
1531815862;5759000;125624
1531815923;5759000;125624
1531815983;5759000;125624
1531816043;5759000;125624
1531816103;5759000;125624
1531816163;5759000;125624
1531825258;5759000;125624
1531825319;5759200;125652
1531825321;5759200;125658
1531825323;5759200;125658
1531825332;5759300;125658
1531825333;5759300;125658
1531825341;5759300;125669
1531825344;5759300;125669
1531825345;5759400;125669
1531825400;5759400;125686
1531825401;5759400;125686
1531825405;5759500;125686
1531825408;5759500;125692
1531825423;5759600;125708
1531825425;5759700;125720
1531825435;5759700;125720
1531825480;5759700;125720
1531825487;5759900;125759
1531825503;5759900;125759
1531825514;5759900;125759
1531825525;5759900;125759
1531825531;5759900;125759
1531825542;5760500;125798
1531825580;5760500;125798
1531825591;5760500;125798
1531825602;5760500;125798
1531825605;5760500;125798
1531825657;5761900;125882
1531825662;5761900;125882
1531825666;5762000;125893
1531825671;5762100;125904
1531825705;5762500;125932
1531825718;5762800;125938
1531825722;5762800;125938
1531825743;5763100;125949
1531825763;5763100;125949
1531825774;5763100;125949
1531825782;5763100;125949
1531825791;5763500;126000
1531825814;5763500;126000
1531825816;5763500;126000
1531825817;5763600;126022
1531825818;5763600;126022
1531825834;5763800;126044
1531825862;5763800;126044
1531825873;5763800;126044
1531825884;5763800;126044
1531825896;5763800;126044
1531825903;5763800;126044
1531825908;5764400;126100
1531825910;5764400;126100
1531825911;5764400;126100
1531825928;5764500;126106
1531825932;5764600;126106
1531825933;5764600;126106
1531825944;5764600;126106
1531825955;5764600;126106
1531825966;5764600;126106
1531825976;5764600;126106
1531825976;5764600;126106
1531825979;5764900;126134
1531825981;5764900;126134
1531825996;5764900;126134
1531826007;5764900;126134
